date,survey,sampling_bout,site,hakai_id,source,line_out_depth,filter_type,volume,no2_no3_um,no2_no3_units,po4,sio2
2018-05-29,QCS_V1,1,QCS01,NUT10035,M,115,0.45nm,13,33.35144772,uM,2.196958012,52.9251317
2018-05-29,QCS_V2,1,NBCH01,NUT10060,M,0,0.45nm,13,3.854540821,uM,0.511576364,8.889221376
2018-05-29,QCS_V2,2,WBCH01,NUT10065,M,0,0.45nm,13,1.254533838,uM,0.350271404,5.422251014
2018-05-29,QCS_V2,1,NBCH01,NUT10061,M,5,0.45nm,13,4.527778009,uM,0.528558307,9.513743396
2018-05-29,QCS_V2,2,WBCH01,NUT10066,M,5,0.45nm,13,2.901438924,uM,0.401282694,6.641155499
2018-05-29,QCS_V2,1,NBCH01,NUT10055,M,10,0.45nm,13,4.930243852,uM,0.555860922,9.784792583
2018-06-02,ROCKY,1,ROCKY02,NUT9706,M,0,0.45nm,13,0.104405708,uM,0.208447433,3.476208959
2018-06-02,ROCKY,1,ROCKY02,NUT9794,M,0,0.45nm,13,0.405019044,uM,0.342411955,9.149254864
2018-06-04,ROCKY,1,ROCKY05,NUT9793,M,0,0.45nm,13,1.764464102,uM,0.412281836,9.976501738
2018-06-14,ROCKY,1,ROCKY06,NUT9725,M,0,0.45nm,13,0.236867584,uM,0.348586984,3.204549295
2018-06-15,ROCKY,1,ROCKY03,NUT9728,M,0,0.45nm,13,0.428114632,uM,0.276885254,2.61468641
2018-06-16,ROCKY,1,ROCKY07,NUT9727,M,0,0.45nm,13,0.879259608,uM,0.64838068,10.39885562
2018-06-17,KWAK,1,PRUTH,NUT10400,M,0,0.45nm,13,0.091189253,uM,0.02106465,0.570708968
2018-06-17,KWAK,1,PRUTH,NUT10401,M,5,0.45nm,13,0.172097897,uM,0.076233728,2.259874622
2018-06-17,KWAK,1,PRUTH,NUT10402,M,10,0.45nm,13,2.57070741,uM,0.346059898,5.907634824
2018-06-17,KWAK,1,PRUTH,NUT10403,M,20,0.45nm,13,9.516872691,uM,0.965955416,16.42988291
2018-06-17,KWAK,1,PRUTH,NUT10404,M,30,0.45nm,13,13.23330812,uM,1.114406067,22.02158744
2018-06-17,KWAK,1,PRUTH,NUT10405,M,50,0.45nm,13,22.84912276,uM,1.731285989,36.25071773
2018-06-17,KWAK,1,PRUTH,NUT10406,M,60,0.45nm,13,23.60693644,uM,1.745323296,37.88496751
2018-06-22,QCS_V2,1,NBCH01,NUT10417,M,0,0.45nm,13,0.268389366,uM,0.206620999,3.105776922
2018-06-22,QCS_V2,1,WBCH01,NUT10422,M,0,0.45nm,13,0.153940031,uM,0.253758634,3.506620379
2018-06-22,QCS_V2,1,NBCH01,NUT10418,M,5,0.45nm,13,0.282619617,uM,0.200602271,3.458284896
2018-06-22,QCS_V2,1,WBCH01,NUT10423,M,5,0.45nm,13,0.661503865,uM,0.288862662,4.148657876
2018-06-22,QCS_V2,1,NBCH01,NUT10419,M,10,0.45nm,13,0.314185579,uM,0.225676835,3.78809577
2018-07-14,QCS_V1,2,QCS01,NUT10461,M,0,0.45nm,13,0.072504019,uM,0.004178948,0.538652423
2018-07-14,QCS_V1,2,QCS01,NUT10462,M,5,0.45nm,13,8.464137809,uM,0.710899792,14.87605454
2018-07-14,QCS_V1,2,QCS01,NUT10463,M,10,0.45nm,13,8.88907279,uM,0.770668991,14.43075703
2018-07-14,QCS_V1,2,QCS01,NUT10464,M,20,0.45nm,13,12.02041571,uM,1.058723234,18.32300597
2018-07-14,QCS_V1,2,QCS01,NUT10465,M,30,0.45nm,13,15.9987286,uM,1.299885371,23.99266425
2018-07-14,QCS_V1,2,QCS01,NUT10466,M,50,0.45nm,13,21.74703913,uM,1.539020133,32.68675882
2018-07-14,QCS_V1,2,QCS01,NUT10467,M,100,0.45nm,13,31.83397456,uM,2.044241533,50.30090464
2018-07-14,QCS_V1,2,QCS01,NUT10468,M,115,0.45nm,13,35.89416549,uM,2.464505289,62.76588553
2018-07-18,MACRO_MGEO;QCS_V2,1,WBCH01,NUT10524,M,0,0.45nm,13,0.130065881,uM,0.217524703,3.020125143
2018-07-18,MACRO_MGEO;QCS_V2,1,WBCH01,NUT10525,M,5,0.45nm,13,0.084002901,uM,0.228491096,3.024528452
2018-07-18,QCS_V2;MACRO_MGEO,1,NBCH01,NUT10519,M,0,0.45nm,13,4.674399025,uM,0.595823865,12.05159243
2018-07-18,QCS_V2;MACRO_MGEO,1,NBCH01,NUT10520,M,5,0.45nm,13,7.45184329,uM,0.784418474,15.22574745
2018-07-18,QCS_V2;MACRO_MGEO,1,NBCH01,NUT10521,M,10,0.45nm,13,9.890013452,uM,0.91411839,17.45999527
2018-07-20,KWAK,1,PRUTH,NUT10469,M,0,0.45nm,13,0.109026812,uM,0,0.112561641
2018-07-20,KWAK,1,PRUTH,NUT10470,M,5,0.45nm,13,0.017836655,uM,0.007378529,0.124396666
2018-07-20,KWAK,1,PRUTH,NUT10471,M,10,0.45nm,13,9.180796453,uM,0.745273859,11.65252475
2018-07-20,KWAK,1,PRUTH,NUT10472,M,20,0.45nm,13,19.03783207,uM,1.448599237,29.82697374
2018-07-20,KWAK,1,PRUTH,NUT10473,M,30,0.45nm,13,23.04790964,uM,1.685597046,37.73611758
2018-07-20,KWAK,1,PRUTH,NUT10500,M,50,0.45nm,13,28.4272508,uM,2.033788231,45.86303564
2018-07-20,KWAK,1,PRUTH,NUT10501,M,60,0.45nm,13,29.51724721,uM,2.166552394,48.50585573
2018-07-23,ROCKY,1,ROCKY04,NUT9704,M,0,0.45nm,13,1.574315412,uM,0.567675451,10.09606665
2018-07-25,ROCKY,1,ROCKY02,NUT9705,M,0,0.45nm,13,0.123673795,uM,0.498963685,6.209234808
2018-07-26,ROCKY,1,ROCKY05,NUT9721,M,0,0.45nm,13,5.618156034,uM,0.811698561,18.56682316
2018-08-11,ROCKY,1,ROCKY07,NUT9710,M,0,0.45nm,13,5.904092351,uM,0.970120985,17.5879954
2018-08-12,ROCKY,1,ROCKY03,NUT9702,M,0,0.45nm,13,1.814060833,uM,0.377485433,4.604574324
2018-08-13,ROCKY,1,ROCKY06,NUT9752,M,0,0.45nm,13,1.061103853,uM,0.602598813,8.970699002
2018-08-14,ROCKY,1,ROCKY02,NUT9747,M,0,0.45nm,13,1.50557099,uM,0.652542712,10.78569037
2018-08-15,ROCKY,1,ROCKY05,NUT9749,M,0,0.45nm,13,3.452504424,uM,0.363197812,7.578854351
2018-08-16,ROCKY,1,ROCKY04,NUT9750,M,0,0.45nm,13,9.382801981,uM,1.09660489,24.69736359
2018-08-24,KWAK,1,PRUTH,NUT10599,M,0,0.45nm,13,0.139513682,uM,0.030887976,0.244789482
2018-08-24,KWAK,1,PRUTH,NUT10600,M,5,0.45nm,13,3.187910447,uM,0.416495199,10.26365032
2018-08-24,KWAK,1,PRUTH,NUT10601,M,10,0.45nm,13,14.00465418,uM,1.213631844,25.59245101
2018-08-24,KWAK,1,PRUTH,NUT10602,M,20,0.45nm,13,20.75284323,uM,1.683962194,34.86192488
2018-08-24,KWAK,1,PRUTH,NUT10603,M,30,0.45nm,13,22.47602977,uM,1.783629395,36.92064589
2018-08-24,KWAK,1,PRUTH,NUT10604,M,50,0.45nm,13,29.0731197,uM,2.045721442,49.76995808
2018-08-24,KWAK,1,PRUTH,NUT10605,M,60,0.45nm,13,29.62320937,uM,2.239064364,51.35523668
2018-08-28,QCS_V1,2,QCS01,NUT10620,M,0,0.45nm,13,8.047785819,uM,0.657822518,14.74851874
2018-08-28,QCS_V1,2,QCS01,NUT10621,M,5,0.45nm,13,8.249059854,uM,0.683727357,14.69959362
2018-08-28,QCS_V1,2,QCS01,NUT10622,M,10,0.45nm,13,11.70971038,uM,1.016606902,18.71227681
2018-08-28,QCS_V1,2,QCS01,NUT10623,M,20,0.45nm,13,18.77193776,uM,1.53606345,28.99972897
2018-08-28,QCS_V1,2,QCS01,NUT10624,M,30,0.45nm,13,22.27528641,uM,1.729418244,33.42644665
2018-08-28,QCS_V1,2,QCS01,CM064,M,50,0.45nm,13,,,,
2018-08-28,QCS_V1,2,QCS01,NUT10626,M,100,0.45nm,13,33.27143588,uM,2.173953562,51.78048121
2018-08-28,QCS_V1,2,QCS01,NUT10627,M,115,0.45nm,13,35.01527022,uM,2.334401365,51.08825412
2018-08-29,QCS_V2,1,NBCH01,NUT10638,M,0,0.45nm,13,12.67192234,uM,1.164104949,20.90934073
2018-08-29,QCS_V2,1,WBCH01,NUT10643,M,0,0.45nm,13,6.826978292,uM,0.75686947,12.31668632
2018-08-29,QCS_V2,1,NBCH01,NUT10639,M,5,0.45nm,13,13.78846966,uM,1.256732752,22.8140905
2018-08-29,QCS_V2,1,WBCH01,NUT10644,M,5,0.45nm,13,7.251716205,uM,0.792742919,13.06081328
2018-08-29,QCS_V2,1,NBCH01,NUT10640,M,10,0.45nm,13,13.83575227,uM,1.255754141,22.86270794
2018-09-11,KWAK,1,PRUTH,NUT10625,M,0,0.45nm,13,7.621532716,uM,0.780514604,19.1085154
2018-09-11,KWAK,1,PRUTH,NUT10645,M,5,0.45nm,13,9.495358854,uM,0.968000603,20.61998311
2018-09-11,KWAK,1,PRUTH,NUT10646,M,10,0.45nm,13,10.73028721,uM,1.062696697,21.98570389
2018-09-11,KWAK,1,PRUTH,NUT10647,M,20,0.45nm,13,11.59525066,uM,1.122915053,22.95116438
2018-09-11,KWAK,1,PRUTH,NUT10648,M,30,0.45nm,13,12.44555965,uM,1.165114061,24.06812172
2018-09-11,KWAK,1,PRUTH,NUT10649,M,50,0.45nm,13,24.15391844,uM,1.95548083,42.89961349
2018-09-11,KWAK,1,PRUTH,NUT10650,M,60,0.45nm,13,26.61280364,uM,2.117014711,44.92404324
2018-09-11,ROCKY,1,ROCKY02,NUT9751,M,0,0.45nm,13,4.758570856,uM,0.735898899,12.47604122
2018-09-11,ROCKY,1,ROCKY07,NUT9799,M,0,0.45nm,13,5.343151097,uM,0.958847969,14.7121435
2018-09-12,ROCKY,1,ROCKY05,NUT9720,M,0,0.45nm,13,3.838815684,uM,0.59124606,11.67815544
2018-09-13,QCS_V1,1,QCS01,NUT10653,M,0,0.45nm,13,6.530262008,uM,0.671274081,15.5283536
2018-09-13,QCS_V1,1,QCS01,NUT10654,M,5,0.45nm,13,7.894096132,uM,0.759486345,16.14622623
2018-09-13,QCS_V1,1,QCS01,NUT10655,M,10,0.45nm,13,7.592030413,uM,0.735583926,14.58752621
2018-09-13,QCS_V1,1,QCS01,NUT10656,M,20,0.45nm,13,9.15261836,uM,0.849575523,15.16610093
2018-09-13,QCS_V1,1,QCS01,NUT10657,M,30,0.45nm,13,9.755953141,uM,0.963729762,16.86049672
2018-09-13,QCS_V1,1,QCS01,NUT10658,M,50,0.45nm,13,22.86099862,uM,1.841016263,36.64767544
2018-09-13,QCS_V1,1,QCS01,NUT10659,M,100,0.45nm,13,28.97217849,uM,2.179953284,47.87496047
2018-09-13,QCS_V1,1,QCS01,NUT10660,M,115,0.45nm,13,29.72691679,uM,2.278539201,47.3490336
2018-09-13,ROCKY,1,ROCKY03,NUT9715,M,0,0.45nm,13,6.824646359,uM,0.842718367,13.39179315
2018-09-13,ROCKY,1,ROCKY04,NUT9736,M,0,0.45nm,13,2.74359152,uM,0.616123522,5.701577395
2018-09-13,ROCKY,1,ROCKY06,NUT9746,M,0,0.45nm,13,5.979022097,uM,0.78179182,13.83148004
2018-09-17,QCS_V2,1,NBCH01,NUT10708,M,0,0.45nm,13,8.130755446,uM,0.828213235,21.51420309
2018-09-17,QCS_V2,1,WBCH01,NUT10713,M,0,0.45nm,13,7.567853551,uM,0.804954227,18.84746396
2018-09-17,QCS_V2,1,NBCH01,NUT10709,M,5,0.45nm,13,9.003206034,uM,0.906138356,21.25892461
2018-09-17,QCS_V2,1,WBCH01,NUT10714,M,5,0.45nm,13,7.177534387,uM,0.794913154,18.0898525
2018-09-17,QCS_V2,1,NBCH01,NUT10710,M,10,0.45nm,13,9.780033319,uM,0.955045758,21.23550108
2018-10-10,ROCKY,1,ROCKY02,NUT9745,M,0,0.45nm,13,18.30427708,uM,1.623969055,32.93655943
2018-10-11,ROCKY,1,ROCKY05,NUT9744,M,0,0.45nm,13,16.95660051,uM,1.562891862,35.50500542
2018-10-12,ROCKY,1,ROCKY04,NUT9743,M,0,0.45nm,13,11.03926833,uM,1.271222828,19.96997121
2018-10-25,KWAK,1,PRUTH,NUT10734,M,0,0.45nm,13,15.02566789,uM,1.294163644,30.08315536
2018-10-25,KWAK,1,PRUTH,NUT10735,M,5,0.45nm,13,16.2559139,uM,1.390245805,31.55325329
2018-10-25,KWAK,1,PRUTH,NUT10736,M,10,0.45nm,13,17.30896741,uM,1.43012057,32.44541705
2018-10-25,KWAK,1,PRUTH,NUT10737,M,20,0.45nm,13,19.61431914,uM,1.601643438,33.15539365
2018-10-25,KWAK,1,PRUTH,NUT10738,M,30,0.45nm,13,21.15222416,uM,1.589827399,35.06904732
2018-10-25,KWAK,1,PRUTH,NUT10739,M,50,0.45nm,13,23.51123994,uM,1.800105864,37.38653832
2018-10-25,KWAK,1,PRUTH,NUT10740,M,60,0.45nm,13,24.0007838,uM,1.920080212,39.52435235
2018-11-20,ROCKY,1,ROCKY05,NUT9742,M,0,0.45nm,13,11.67574359,uM,1.155498155,23.75895358
2018-11-21,ROCKY,1,ROCKY02,NUT9724,M,0,0.45nm,13,17.09553954,uM,1.501937185,29.61251568
2018-11-22,ROCKY,1,ROCKY07,NUT9722,M,0,0.45nm,13,19.75957935,uM,1.75923806,31.93418374
2018-11-22,ROCKY,1,ROCKY04,NUT9723,M,0,0.45nm,13,18.10687975,uM,1.439916248,28.67336182
2018-11-23,KWAK,1,PRUTH,NUT10751,M,0,0.45nm,13,18.27493686,uM,1.474505134,32.15595948
2018-11-23,KWAK,1,PRUTH,NUT10752,M,5,0.45nm,13,18.55364333,uM,1.499807589,32.27159512
2018-11-23,KWAK,1,PRUTH,NUT10753,M,10,0.45nm,13,19.19794945,uM,1.526121539,32.19941954
2018-11-23,KWAK,1,PRUTH,NUT10754,M,20,0.45nm,13,19.11346586,uM,1.578344838,31.58219385
2018-11-23,KWAK,1,PRUTH,NUT10755,M,30,0.45nm,13,19.34943738,uM,1.474786241,31.03484377
2018-11-23,KWAK,1,PRUTH,NUT10756,M,50,0.45nm,13,20.27201276,uM,1.649077131,31.88140205
2018-11-23,KWAK,1,PRUTH,NUT10757,M,60,0.45nm,13,20.24312788,uM,1.575712702,31.75587578
2018-11-23,ROCKY,1,ROCKY03,NUT9719,M,0,0.45nm,13,19.19403077,uM,1.562084822,31.76695852
2018-11-24,ROCKY,1,ROCKY06,NUT9716,M,0,0.45nm,13,14.99201522,uM,1.394947056,25.16411708
2019-01-20,ROCKY,1,ROCKY04,NUT9708,M,0,0.45nm,13,13.41195509,uM,1.19656038,21.90051268
2019-01-22,ROCKY,1,ROCKY02,NUT9748,M,0,0.45nm,13,13.73471702,uM,1.235899214,21.95382604
2019-01-23,KWAK,1,PRUTH,NUT10799,M,0,0.45nm,13,18.24780688,uM,1.504727517,32.24886507
2019-01-23,KWAK,1,PRUTH,NUT10800,M,5,0.45nm,13,18.079941,uM,1.396676638,31.00085745
2019-01-23,KWAK,1,PRUTH,NUT10801,M,10,0.45nm,13,17.81961479,uM,1.4538214,29.58667756
2019-01-23,KWAK,1,PRUTH,NUT10802,M,20,0.45nm,13,16.49948469,uM,1.343662522,28.15624798
2019-01-23,KWAK,1,PRUTH,NUT10803,M,30,0.45nm,13,16.16255986,uM,1.348785347,27.40313119
2019-01-23,KWAK,1,PRUTH,NUT10804,M,50,0.45nm,13,16.2919616,uM,1.318790406,27.4978646
2019-01-23,KWAK,1,PRUTH,NUT10805,M,60,0.45nm,13,16.28962527,uM,1.187611404,27.22483364
2019-01-24,ROCKY,1,ROCKY05,NUT9709,M,0,0.45nm,13,12.23932964,uM,1.187367762,21.46825294
2019-02-14,KWAK,2,PRUTH,NUT10829,M,0,0.45nm,13,18.45673109,uM,1.381504903,32.42676648
2019-02-14,KWAK,2,PRUTH,NUT10830,M,5,0.45nm,13,18.3775148,uM,1.512295912,32.10385881
2019-02-14,KWAK,2,PRUTH,NUT10831,M,10,0.45nm,13,19.97673028,uM,1.62814064,32.0919861
2019-02-14,KWAK,2,PRUTH,CM066,M,20,0.45nm,0,,,,
2019-02-14,KWAK,2,PRUTH,NUT10833,M,30,0.45nm,13,18.37939259,uM,1.501474038,31.74435926
2019-02-14,KWAK,2,PRUTH,NUT10834,M,50,0.45nm,13,18.7386568,uM,1.495558554,31.89540482
2019-02-14,KWAK,2,PRUTH,NUT10835,M,60,0.45nm,13,18.8737375,uM,1.551907237,32.73853699
2019-02-15,ROCKY,1,ROCKY05,NUT9714,M,0,0.45nm,13,18.71952975,uM,1.629503682,33.57858802
2019-02-16,ROCKY,1,ROCKY04,NUT9711,M,0,0.45nm,13,16.58214751,uM,1.498024314,29.80660779
2019-02-20,ROCKY,1,ROCKY02,NUT9712,M,0,0.45nm,13,13.76045084,uM,1.383138729,28.24541448
2019-02-20,ROCKY,1,ROCKY07,NUT9717,M,0,0.45nm,13,15.95006419,uM,1.547867206,30.15359945
2019-02-20,ROCKY,1,ROCKY03,NUT9718,M,0,0.45nm,13,9.599609453,uM,1.059746224,17.18207968
2019-02-21,ROCKY,1,ROCKY06,NUT9713,M,0,0.45nm,13,18.11595567,uM,1.539282552,32.09304236
2019-03-13,KWAK,2,PRUTH,NUT10824,M,0,0.45nm,13,15.88011837,uM,1.326869767,29.37976157
2019-03-13,KWAK,2,PRUTH,NUT10825,M,5,0.45nm,13,17.14511646,uM,1.44344455,30.85831299
2019-03-13,KWAK,2,PRUTH,NUT10826,M,10,0.45nm,13,17.69823091,uM,1.463393634,31.13405901
2019-03-13,KWAK,2,PRUTH,NUT10827,M,20,0.45nm,13,17.82725907,uM,1.480354816,31.18396691
2019-03-13,KWAK,2,PRUTH,NUT10828,M,30,0.45nm,13,18.49170071,uM,1.509350942,32.0432325
2019-03-13,KWAK,2,PRUTH,NUT10854,M,50,0.45nm,13,18.4851761,uM,1.533207461,31.95633988
2019-03-13,KWAK,3,PRUTH,NUT10855,M,60,0.45nm,13,18.70749375,uM,1.550170769,32.31069532
2019-03-23,ROCKY,1,ROCKY04,NUT10731,M,0,0.45nm,13,,,,
2019-03-24,ROCKY,1,ROCKY05,NUT10729,M,0,0.45nm,13,,,,
2019-04-16,KWAK,1,PRUTH,NUT10881,M,0,0.45nm,13,7.432308431,uM,0.819556057,11.37530461
2019-04-16,KWAK,1,PRUTH,NUT10882,M,5,0.45nm,13,9.761845819,uM,1.038617162,15.30758811
2019-04-16,KWAK,1,PRUTH,NUT10883,M,10,0.45nm,13,10.45634361,uM,1.11626975,16.34405736
2019-04-16,KWAK,1,PRUTH,NUT10884,M,20,0.45nm,13,10.63932349,uM,1.122224683,17.41135342
2019-04-16,KWAK,1,PRUTH,NUT10885,M,30,0.45nm,13,11.6111323,uM,1.231736915,19.78575128
2019-04-16,KWAK,1,PRUTH,NUT10886,M,50,0.45nm,13,12.30343643,uM,1.29541902,21.75315606
2019-04-16,KWAK,1,PRUTH,NUT10887,M,60,0.45nm,13,13.08770729,uM,1.357129173,23.70472801
2019-04-24,ROCKY,1,ROCKY04,NUT11820,M,0,0.45nm,14,,,,
2019-04-25,ROCKY,1,ROCKY05,NUT11821,M,0,0.45nm,14,,,,
2019-04-26,ROCKY,1,ROCKY02,NUT11822,M,0,0.45nm,13,,,,
2019-05-11,KWAK,1,PRUTH,NUT10888,M,0,0.45nm,13,2.559010191,uM,0.442579453,18.41404212
2019-05-11,KWAK,2,PRUTH,NUT10889,M,5,0.45nm,13,0.910296114,uM,0.191635873,9.201583928
2019-05-11,KWAK,1,PRUTH,NUT10890,M,10,0.45nm,13,13.52778283,uM,1.224962258,25.90218046
2019-05-11,KWAK,1,PRUTH,NUT10891,M,20,0.45nm,13,16.74270577,uM,1.503738368,27.51240632
2019-05-11,KWAK,1,PRUTH,NUT10892,M,30,0.45nm,13,18.3157161,uM,1.578710849,29.18549645
2019-05-11,KWAK,1,PRUTH,NUT10893,M,50,0.45nm,13,18.98160976,uM,1.616960061,30.96049916
2019-05-11,KWAK,1,PRUTH,NUT10894,M,60,0.45nm,13,20.4561435,uM,1.750099459,34.1925727
2019-05-13,QCS_V1,1,QCS01,NUT10741,M,0,0.45nm,13,0.118554447,uM,0.033095993,0.223521433
2019-05-13,QCS_V1,1,QCS01,NUT10742,M,5,0.45nm,13,0.025237335,uM,0.048111411,0.258195769
2019-05-13,QCS_V1,1,QCS01,NUT10743,M,10,0.45nm,13,0.169893926,uM,0.211507454,4.402470802
2019-05-13,QCS_V1,1,QCS01,NUT10744,M,20,0.45nm,13,12.65493579,uM,1.135007585,22.38137247
2019-05-13,QCS_V1,1,QCS01,NUT10745,M,30,0.45nm,13,15.36050081,uM,1.346680983,26.94985815
2019-05-13,QCS_V1,1,QCS01,NUT10746,M,50,0.45nm,13,15.66513505,uM,1.425014138,26.89168196
2019-05-13,QCS_V1,1,QCS01,NUT10747,M,100,0.45nm,13,24.47937506,uM,1.898873078,35.98529242
2019-05-13,QCS_V1,1,QCS01,NUT10748,M,115,0.45nm,13,29.67337567,uM,2.171847895,46.11827569
2019-05-15,QCS_V2,1,NBCH01,NUT10920,M,0,0.45nm,13,1.801467145,uM,0.378139197,6.087435517
2019-05-15,QCS_V2,1,WBCH01,NUT10923,M,0,0.45nm,13,0,uM,0.146842982,1.380369588
2019-05-15,QCS_V2,1,NBCH01,NUT10921,M,5,0.45nm,13,1.739212656,uM,0.354829482,6.2118455
2019-05-15,QCS_V2,1,WBCH01,NUT10924,M,5,0.45nm,13,0.880892007,uM,0.293439419,4.154829167
2019-05-15,QCS_V2,1,NBCH01,NUT10922,M,10,0.45nm,13,2.104869127,uM,0.389978129,6.802426033
2019-05-18,ROCKY,1,ROCKY02,NUT11826,M,0,0.45nm,14,,,,
2019-05-19,ROCKY,1,ROCKY05,NUT11824,M,0,0.45nm,14,,,,
2019-05-20,ROCKY,1,ROCKY04,NUT11825,M,0,0.45nm,14,,,,
2019-05-20,ROCKY,1,ROCKY03,NUT11829,M,0,0.45nm,14,,,,
2019-05-22,ROCKY,1,ROCKY07,NUT11828,M,0,0.45nm,14,,,,
2019-05-23,ROCKY,1,ROCKY06,NUT11827,M,0,0.45nm,14,,,,
2019-06-04,ROCKY,1,ROCKY02,NUT11831,M,0,0.45nm,13,,,,
2019-06-05,ROCKY,1,ROCKY05,NUT11832,M,0,0.45nm,13,,,,
2019-06-06,ROCKY,1,ROCKY04,NUT11833,M,0,0.45nm,13,,,,
2019-06-09,QCS_V1,2,QCS01,NUT10929,M,0,0.45nm,13,0,uM,0.146418856,1.55908641
2019-06-09,QCS_V1,2,QCS01,NUT10930,M,5,0.45nm,13,0,uM,0.181033746,1.619191629
2019-06-09,QCS_V1,2,QCS01,CM069,M,10,0.45nm,13,,,,
2019-06-09,QCS_V1,2,QCS01,CM070,M,20,0.45nm,13,,,,
2019-06-09,QCS_V1,2,QCS01,CM071,M,30,0.45nm,13,,,,
2019-06-09,QCS_V1,2,QCS01,CM072,M,50,0.45nm,13,,,,
2019-06-09,QCS_V1,2,QCS01,CM073,M,100,0.45nm,13,,,,
2019-06-09,QCS_V1,2,QCS01,CM074,M,115,0.45nm,13,,,,
2019-06-10,KWAK,3,PRUTH,NUT10955,M,0,0.45nm,13,0,uM,0.023752408,0.616006542
2019-06-10,KWAK,3,PRUTH,NUT10956,M,5,0.45nm,13,1.094849984,uM,0.190985326,4.870382998
2019-06-10,KWAK,3,PRUTH,NUT10957,M,10,0.45nm,13,5.758353279,uM,0.599562917,12.65329212
2019-06-10,KWAK,3,PRUTH,NUT10958,M,20,0.45nm,13,13.07059245,uM,1.225001113,25.38132785
2019-06-10,KWAK,3,PRUTH,NUT10959,M,30,0.45nm,13,18.89196718,uM,1.627023493,33.24022723
2019-06-10,KWAK,3,PRUTH,NUT10960,M,50,0.45nm,13,23.60225978,uM,1.977277188,40.56768076
2019-06-10,KWAK,3,PRUTH,NUT10961,M,60,0.45nm,13,25.1014248,uM,2.05356736,42.16956772
2019-06-15,ROCKY,1,ROCKY03,NUT11834,M,0,0.45nm,13,,,,
2019-06-16,ROCKY,1,ROCKY06,NUT11835,M,0,0.45nm,13,,,,
2019-06-17,ROCKY,1,ROCKY07,NUT11836,M,0,0.45nm,13,,,,
2019-06-21,ROCKY,1,ROCKY02,NUT11837,M,0,0.45nm,13,,,,
2019-06-22,ROCKY,1,ROCKY05,NUT11838,M,0,0.45nm,13,,,,
2019-06-23,ROCKY,1,ROCKY04,NUT11839,M,0,0.45nm,13,,,,
2019-07-07,QCS_V1,2,QCS01,NUT11028,M,0,0.45nm,13,0.072278736,uM,0.081894685,0.513502488
2019-07-07,QCS_V1,2,QCS01,NUT11029,M,5,0.45nm,13,1.442161085,uM,0.290601448,4.959411775
2019-07-07,QCS_V1,2,QCS01,NUT10931,M,10,0.45nm,13,3.73227993,uM,0.474268466,8.801342101
2019-07-07,QCS_V1,2,QCS01,NUT10932,M,20,0.45nm,13,8.71422052,uM,0.873577871,15.84640604
2019-07-07,QCS_V1,2,QCS01,NUT10933,M,30,0.45nm,13,9.73771326,uM,0.820593975,13.36785058
2019-07-07,QCS_V1,2,QCS01,NUT10934,M,50,0.45nm,13,18.15995777,uM,1.539231059,26.70875038
2019-07-07,QCS_V1,2,QCS01,NUT10935,M,100,0.45nm,13,28.46015223,uM,2.197858356,45.24419751
2019-07-07,QCS_V1,2,QCS01,NUT10936,M,115,0.45nm,13,31.25152969,uM,2.368334646,51.84470249
2019-07-08,MACRO_MGEO,2,NBCH01,NUT11006,M,0,0.45nm,13,0.620079795,uM,0.264456443,4.748455826
2019-07-08,MACRO_MGEO,2,WBCH01,NUT11008,M,0,0.45nm,13,0.157907721,uM,0.180522451,2.891729102
2019-07-08,MACRO_MGEO,2,NBCH01,NUT11007,M,5,0.45nm,13,1.076910436,uM,0.319316387,5.538283061
2019-07-08,MACRO_MGEO,2,WBCH01,NUT11009,M,5,0.45nm,13,0.391342472,uM,0.222419677,3.36991415
2019-07-08,MACRO_MGEO,2,NBCH01,NUT11034,M,10,0.45nm,13,2.911997406,uM,0.46795816,8.69494245
2019-07-16,ROCKY,1,ROCKY02,NUT11842,M,0,0.45nm,13,,,,
2019-07-17,ROCKY,1,ROCKY04,NUT11841,M,0,0.45nm,13,,,,
2019-07-18,ROCKY,1,ROCKY05,NUT11840,M,0,0.45nm,13,,,,
2019-08-03,KWAK,1,PRUTH,NUT11021,M,0,0.45nm,13,0.091529386,uM,0.048389313,1.818706478
2019-08-03,KWAK,1,PRUTH,NUT11022,M,5,0.45nm,13,4.854690927,uM,0.556253492,11.94420553
2019-08-03,KWAK,1,PRUTH,NUT11023,M,10,0.45nm,13,10.9767646,uM,1.12538105,20.79634042
2019-08-03,KWAK,1,PRUTH,NUT11024,M,20,0.45nm,13,14.94459953,uM,1.422023187,26.27001565
2019-08-03,KWAK,1,PRUTH,NUT11025,M,30,0.45nm,13,18.11995876,uM,1.615710541,29.91426793
2019-08-03,KWAK,1,PRUTH,NUT11026,M,50,0.45nm,13,22.34677909,uM,1.887443222,36.34504558
2019-08-03,KWAK,1,PRUTH,NUT11027,M,60,0.45nm,13,22.54993917,uM,1.932159842,38.187543
2019-08-06,QCS_V1,1,QCS01,NUT11037,M,0,0.45nm,13,2.874241239,uM,0.501736949,11.29571303
2019-08-06,QCS_V1,1,QCS01,NUT11038,M,5,0.45nm,13,3.728785244,uM,0.567584957,11.58052629
2019-08-06,QCS_V1,1,QCS01,NUT11039,M,10,0.45nm,13,6.060817115,uM,0.727301555,13.30713684
