event_pk,rn,date,work_area,organization,survey,sampling_bout,site,hakai_id,source,lat,long,line_out_depth,filter_type,volume,no2_no3_um,no2_no3_units,po4,sio2
301506,1,2017-06-13,CALVERT,HAKAI,QCS_V1,2,QCS01,NUT8611,M,51.705,-128.2384,115,0.45nm,13,30.02544715,uM,2.204,52.79413758
300523,1,2017-06-16,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8612,M,51.6554,-128.0913,0,0.45nm,13,0.662629967,uM,0.072,0.605974469
300523,1,2017-06-16,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8613,M,51.6554,-128.0913,5,0.45nm,13,0.719047431,uM,0.177,1.951577019
300523,1,2017-06-16,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8614,M,51.6554,-128.0913,10,0.45nm,13,2.353268541,uM,0.311,3.780370419
300523,1,2017-06-16,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8615,M,51.6554,-128.0913,20,0.45nm,13,7.423876945,uM,0.707,11.26386344
300523,1,2017-06-16,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8616,M,51.6554,-128.0913,30,0.45nm,13,16.62063141,uM,1.294,27.59424652
374127,1,2017-06-23,CALVERT,HAKAI,ROCKY,1,ROCKY02,NUT7690,M,,,0,0.45nm,13,0.232825526,uM,0.398469618,6.001616068
374129,1,2017-06-25,CALVERT,HAKAI,ROCKY,1,ROCKY04,NUT7696,M,,,0,0.45nm,13,0.352762778,uM,0.299432136,8.532949769
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8640,M,51.6554,-128.0913,0,0.45nm,13,0.101404353,uM,0.037,0.907956856
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8641,M,51.6554,-128.0913,5,0.45nm,13,1.145255382,uM,0.251372893,4.812981134
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8642,M,51.6554,-128.0913,10,0.45nm,13,6.475574426,uM,0.563827235,12.37916883
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8643,M,51.6554,-128.0913,20,0.45nm,13,10.3973657,uM,0.899,18.18764924
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8644,M,51.6554,-128.0913,30,0.45nm,13,16.49698317,uM,1.349708116,27.67958907
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8645,M,51.6554,-128.0913,40,0.45nm,13,19.58101167,uM,1.636,34.08358214
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8646,M,51.6554,-128.0913,50,0.45nm,13,22.07083102,uM,1.831,40.1817349
307177,1,2017-06-28,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8647,M,51.6554,-128.0913,60,0.45nm,13,22.83910436,uM,1.932,43.02633486
374132,1,2017-06-28,CALVERT,HAKAI,ROCKY,1,ROCKY05,NUT7697,M,,,0,0.45nm,13,2.080823785,uM,0.482492034,10.96137333
374134,1,2017-06-30,CALVERT,HAKAI,ROCKY,1,ROCKY07,NUT7695,M,,,0,0.45nm,13,0.414753443,uM,0.407447852,7.893062845
374137,1,2017-07-01,CALVERT,HAKAI,ROCKY,1,ROCKY06,NUT7694,M,,,0,0.45nm,13,0.047711714,uM,0.200294362,1.120717783
309237,1,2017-07-06,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT8697,M,51.6678,-128.1433,0,0.45nm,13,0.085918197,uM,0.007969485,1.00224114
308969,1,2017-07-06,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT8702,M,51.6535,-128.1493,0,0.45nm,13,0.089272301,uM,0.047,1.008998236
309237,1,2017-07-06,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT8698,M,51.6678,-128.1433,5,0.45nm,13,2.538324797,uM,0.407266443,7.955601983
308969,1,2017-07-06,CALVERT,HAKAI,QCS_V2,1,WBCH01,NUT8703,M,51.6535,-128.1493,5,0.45nm,13,0.113862381,uM,0.154,2.707262816
309237,1,2017-07-06,CALVERT,HAKAI,QCS_V2,1,NBCH01,NUT8699,M,51.6678,-128.1433,10,0.45nm,13,6.15056932,uM,0.672094048,11.43126856
374140,1,2017-07-07,CALVERT,HAKAI,ROCKY,1,ROCKY03,NUT7700,M,,,0,0.45nm,13,0.203610126,uM,0.209202267,2.11680873
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8682,M,51.705,-128.2384,0,0.45nm,13,0.055305124,uM,0.018,0.189125604
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8683,M,51.705,-128.2384,5,0.45nm,13,0.036125081,uM,0.044701645,0.329047162
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8684,M,51.705,-128.2384,10,0.45nm,13,0.000666985,uM,0.152,2.216040444
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8685,M,51.705,-128.2384,20,0.45nm,13,5.78268875,uM,0.611,9.802816605
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8686,M,51.705,-128.2384,30,0.45nm,13,8.709631864,uM,0.807,12.29606247
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8687,M,51.705,-128.2384,50,0.45nm,13,13.78459947,uM,1.139,19.15413772
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8688,M,51.705,-128.2384,100,0.45nm,13,30.53754928,uM,2.288,54.83684604
309022,1,2017-07-08,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8689,M,51.705,-128.2384,115,0.45nm,13,32.87297677,uM,2.619,64.66440885
309025,1,2017-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8704,M,51.6554,-128.0913,0,0.45nm,13,0.10648092,uM,0,0.207585153
309025,1,2017-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8705,M,51.6554,-128.0913,5,0.45nm,13,0.152852549,uM,0.123,2.3674145
309025,1,2017-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8706,M,51.6554,-128.0913,10,0.45nm,13,6.619220483,uM,0.784,12.71190626
309025,1,2017-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8707,M,51.6554,-128.0913,20,0.45nm,13,14.53456978,uM,1.192,26.31321399
309025,1,2017-07-09,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8712,M,51.6554,-128.0913,30,0.45nm,13,21.411314,uM,1.426,38.96004058
313621,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,NBCH01,NUT8766,M,51.6678,-128.1433,0,0.45nm,13,0.021933219,uM,0.020034746,0.820294612
313621,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,NBCH01,NUT8766,M,51.6678,-128.1433,0,0.45nm,13,0.021933219,uM,0.020034746,0.820294612
313620,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,WBCH01,NUT8783,M,51.6535,-128.1493,0,0.45nm,13,0.096904038,uM,0.060005615,0.558348409
313621,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,NBCH01,NUT8767,M,51.6678,-128.1433,5,0.45nm,13,4.105215121,uM,0.47733376,9.381369943
313621,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,NBCH01,NUT8767,M,51.6678,-128.1433,5,0.45nm,13,4.105215121,uM,0.47733376,9.381369943
313620,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,WBCH01,NUT8784,M,51.6535,-128.1493,5,0.45nm,13,0.123508237,uM,0.066762037,0.708314883
313621,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,NBCH01,NUT8768,M,51.6678,-128.1433,10,0.45nm,13,8.524513709,uM,0.823837274,15.07076898
313621,1,2017-07-20,CALVERT,HAKAI,MACRO_MGEO,1,NBCH01,NUT8768,M,51.6678,-128.1433,10,0.45nm,13,8.524513709,uM,0.823837274,15.07076898
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8788,M,51.6554,-128.0913,0,0.45nm,13,0.071674348,uM,0.038060972,0.888836175
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8789,M,51.6554,-128.0913,5,0.45nm,13,1.023270945,uM,0.174293048,3.850896758
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8790,M,51.6554,-128.0913,10,0.45nm,13,5.79685297,uM,0.576063335,11.71572629
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8791,M,51.6554,-128.0913,20,0.45nm,13,10.84717195,uM,0.973744294,20.01900364
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8792,M,51.6554,-128.0913,30,0.45nm,13,16.8518008,uM,1.468118377,30.33008898
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8793,M,51.6554,-128.0913,40,0.45nm,13,20.32158357,uM,1.619671232,36.15311033
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8794,M,51.6554,-128.0913,50,0.45nm,13,22.48586006,uM,1.869124154,40.73358037
312446,1,2017-07-21,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8795,M,51.6554,-128.0913,60,0.45nm,13,24.42705124,uM,2.032747452,45.40291366
313558,1,2017-07-27,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8848,M,51.6554,-128.0913,0,0.45nm,13,0.199214299,uM,0.047077909,1.129099035
313558,1,2017-07-27,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8849,M,51.6554,-128.0913,5,0.45nm,13,2.947801974,uM,0.33883444,7.364365489
313558,1,2017-07-27,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8850,M,51.6554,-128.0913,10,0.45nm,13,7.63252117,uM,0.724537511,14.67290903
313558,1,2017-07-27,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8851,M,51.6554,-128.0913,20,0.45nm,13,9.978670803,uM,0.937476994,18.85191061
313558,1,2017-07-27,CALVERT,HAKAI,KWAK_PP,1,PRUTH,NUT8852,M,51.6554,-128.0913,30,0.45nm,13,14.89547803,uM,1.215889927,27.22847833
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8840,M,51.705,-128.2384,0,0.45nm,13,0.072,uM,0.081,2.347
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8841,M,51.705,-128.2384,5,0.45nm,13,1.309,uM,0.224,6.129
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8842,M,51.705,-128.2384,10,0.45nm,13,0.614,uM,0.233,5.966
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8842,M,51.705,-128.2384,10,0.45nm,13,0.614,uM,0.233,5.966
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8842,M,51.705,-128.2384,10,0.45nm,13,0.614,uM,0.233,5.966
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8843,M,51.705,-128.2384,20,0.45nm,13,0.51,uM,0.232,5.97
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8843,M,51.705,-128.2384,20,0.45nm,13,0.51,uM,0.232,5.97
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8843,M,51.705,-128.2384,20,0.45nm,13,0.51,uM,0.232,5.97
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8844,M,51.705,-128.2384,30,0.45nm,13,7.314,uM,0.717,12.944
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8844,M,51.705,-128.2384,30,0.45nm,13,7.314,uM,0.717,12.944
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8844,M,51.705,-128.2384,30,0.45nm,13,7.314,uM,0.717,12.944
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8845,M,51.705,-128.2384,50,0.45nm,13,16.047,uM,1.185,25.908
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8845,M,51.705,-128.2384,50,0.45nm,13,16.047,uM,1.185,25.908
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8845,M,51.705,-128.2384,50,0.45nm,13,16.047,uM,1.185,25.908
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8846,M,51.705,-128.2384,100,0.45nm,13,28.689,uM,2.1,47.456
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8846,M,51.705,-128.2384,100,0.45nm,13,28.689,uM,2.1,47.456
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8846,M,51.705,-128.2384,100,0.45nm,13,28.689,uM,2.1,47.456
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8847,M,51.705,-128.2384,125,0.45nm,13,35.583,uM,2.444,65.419
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8847,M,51.705,-128.2384,125,0.45nm,13,35.583,uM,2.444,65.419
313687,1,2017-07-28,CALVERT,HAKAI,QCS_V1,1,QCS01,NUT8847,M,51.705,-128.2384,125,0.45nm,13,35.583,uM,2.444,65.419
374145,1,2017-08-08,CALVERT,HAKAI,ROCKY,1,ROCKY05,NUT7699,M,,,0,0.45nm,13,2.559628844,uM,0.499615266,10.93308003
374146,1,2017-08-10,CALVERT,HAKAI,ROCKY,1,ROCKY04,NUT9700,M,,,0,0.45nm,13,2.756128391,uM,0.659690194,12.34549981
374151,1,2017-08-11,CALVERT,HAKAI,ROCKY,1,ROCKY02,NUT9701,M,,,0,0.45nm,13,0.465489742,uM,0.837119507,13.87535519
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8910,M,51.6554,-128.0913,0,0.45nm,13,0.700742819,uM,0.125,3.026953232
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8911,M,51.6554,-128.0913,5,0.45nm,13,3.900795479,uM,0.393,9.225768248
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8912,M,51.6554,-128.0913,10,0.45nm,13,6.497890119,uM,0.637,13.55652216
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8913,M,51.6554,-128.0913,20,0.45nm,13,15.20366657,uM,1.348,29.68145608
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8914,M,51.6554,-128.0913,30,0.45nm,13,22.44107719,uM,1.778,41.27847252
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8915,M,51.6554,-128.0913,40,0.45nm,13,24.04759372,uM,1.816,45.57200923
315878,1,2017-08-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,NUT8916,M,51.6554,-128.0913,50,0.45nm,13,25.3470441,uM,2.027,49.49200712
