event_pk,rn,date,work_area,organization,survey,sampling_bout,site,source,hakai_id,line_out_depth,ppm_c_doc,delta_13cvpdb_doc,analyzing_lab
342095,1,2017-09-20,CALVERT,HAKAI,KWAK_PP,4,PRUTH,M,DO13C2571,5,0.975858056,-23.9,GGHATCH
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,M,DO13C2593,0,0.895773333,-23.66,GGHATCH
348762,1,2017-10-11,CALVERT,HAKAI,KWAK_PP,3,PRUTH,M,DO13C2594,5,0.856833056,-24.33,GGHATCH
513122,1,2017-11-16,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C2241,0,1.276503393,-22.44,GGHATCH
374181,1,2017-11-16,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C2242,0,1.523322405,-22.36,GGHATCH
374292,1,2017-11-16,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C2243,0,1.337676478,-22.53,GGHATCH
513125,1,2017-11-17,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C2193,0,0.850313333,-23.22,GGHATCH
374182,1,2017-11-17,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C2206,0,0.908568889,-22.71,GGHATCH
374301,1,2017-11-17,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C2239,0,1.039692248,-23.08,GGHATCH
513128,1,2017-11-18,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C2251,0,6.499108613,-26.7,GGHATCH
374183,1,2017-11-18,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C2258,0,6.32522193,-26.8,GGHATCH
374304,1,2017-11-18,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C2259,0,6.686756113,-27.03,GGHATCH
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,M,DO13C2556,0,1.024986667,-24.96,GGHATCH
360668,1,2017-12-02,CALVERT,HAKAI,KWAK_PP,2,PRUTH,M,DO13C2557,5,0.978066667,-25.09,GGHATCH
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,M,DO13C2568,0,0.708786667,-24.33,GGHATCH
364886,1,2018-01-13,CALVERT,HAKAI,KWAK_PP,4,PRUTH,M,DO13C2569,5,0.71162,-24.03,GGHATCH
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,M,DO13C2826,0,0.915733333,-24.2,GGHATCH
368606,1,2018-02-14,CALVERT,HAKAI,KWAK_PP,4,PRUTH,M,DO13C2827,5,0.764546667,-24.06,GGHATCH
374084,1,2018-02-14,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C2248,0,1.321413695,-22.41,GGHATCH
374312,1,2018-02-14,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C2249,0,1.121131263,-22.31,GGHATCH
513133,1,2018-02-14,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C2250,0,1.13414149,-21.62,GGHATCH
408544,1,2018-02-16,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C2256,0,,,
408545,1,2018-02-16,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C2257,0,,,
408544,2,2018-02-16,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C2260,0,,,
513134,1,2018-02-16,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C2261,0,1.2384735,-22.53,GGHATCH
374318,1,2018-02-16,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C2262,0,1.221335028,-22.36,GGHATCH
374085,1,2018-02-16,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C2263,0,1.312281517,-22.45,GGHATCH
374052,1,2018-02-25,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C2264,0,1.14239798,-22.45,GGHATCH
374053,1,2018-02-25,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C2265,0,1.072843307,-22.81,GGHATCH
374054,1,2018-02-25,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C2266,0,0.987150948,-21.98,GGHATCH
371425,1,2018-02-26,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C2267,0,1.006329412,-23.36,GGHATCH
371427,1,2018-02-26,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C2268,0,0.937317431,-22.97,GGHATCH
371426,1,2018-02-26,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C2269,0,0.950916477,-23.28,GGHATCH
374056,1,2018-02-28,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C2270,0,0.978877132,-23.2,GGHATCH
374057,1,2018-02-28,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C2271,0,0.975826879,-23.11,GGHATCH
374055,1,2018-02-28,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C2272,0,0.979258414,-22.75,GGHATCH
374044,1,2018-03-20,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C2273,0,0.995018056,-23.53,GGHATCH
374045,1,2018-03-20,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C2274,0,0.977479099,-23.02,GGHATCH
374043,1,2018-03-20,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C2275,0,0.981037728,-22.36,GGHATCH
374049,1,2018-03-21,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C2276,0,1.078518741,-23.39,GGHATCH
374050,1,2018-03-21,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C2277,0,0.944688876,-22.86,GGHATCH
374051,1,2018-03-21,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C2278,0,0.949010068,-23.1,GGHATCH
374046,1,2018-03-22,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C2279,0,0.924480948,-23.21,GGHATCH
374047,1,2018-03-22,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C2280,0,0.978750038,-23.39,GGHATCH
374048,1,2018-03-22,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C2292,0,0.952568697,-23.27,GGHATCH
374070,1,2018-03-24,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C2853,0,1.059745556,-23.23,GGHATCH
374070,1,2018-03-24,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C2854,5,1.033605,-22.46,GGHATCH
374070,1,2018-03-24,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C2855,10,0.977855,-22.91,GGHATCH
374731,1,2018-03-28,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C2856,0,1.244711667,-22.83,GGHATCH
374731,1,2018-03-28,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C2857,5,1.056028889,-22.53,GGHATCH
374731,1,2018-03-28,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C2858,10,1.125778333,-22.51,GGHATCH
375268,1,2018-04-03,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C2289,0,1.085886111,-23.06,GGHATCH
375267,1,2018-04-03,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C2290,0,1.301328889,-23.59,GGHATCH
375266,1,2018-04-03,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C2291,0,1.040418889,-23.02,GGHATCH
376152,1,2018-04-04,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C2286,0,1.068293889,-23.27,GGHATCH
376150,1,2018-04-04,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C2287,0,1.084151667,-23.25,GGHATCH
376151,1,2018-04-04,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C2288,0,1.160715,-23.45,GGHATCH
376164,1,2018-04-05,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C2283,0,1.1,-23.42,GGHATCH
376165,1,2018-04-05,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C2284,0,1,-22.98,GGHATCH
376166,1,2018-04-05,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C2285,0,1.046613333,-23.16,GGHATCH
378615,1,2018-04-20,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C2297,0,0.785125,-22.86,GGHATCH
378613,1,2018-04-20,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C2298,0,0.854486111,-23.09,GGHATCH
378614,1,2018-04-20,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C2299,0,0.800708333,-22.88,GGHATCH
378774,1,2018-04-21,CALVERT,HAKAI,KWAK_PP;KWAK,2,PRUTH,M,DO13C2879,0,1.122152778,-24.57,GGHATCH
378774,1,2018-04-21,CALVERT,HAKAI,KWAK_PP;KWAK,2,PRUTH,M,DO13C2880,5,0.811097222,-23.71,GGHATCH
378774,1,2018-04-21,CALVERT,HAKAI,KWAK_PP;KWAK,2,PRUTH,M,DO13C2881,10,0.679861111,-23.73,GGHATCH
378982,1,2018-04-21,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C2281,0,0.845,-23.19,GGHATCH
378984,1,2018-04-21,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C2282,0,0.877,-22.76,GGHATCH
378983,1,2018-04-21,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3100,0,0.834625,-23.11,GGHATCH
379049,1,2018-04-22,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C2894,0,0.8415,-24.05,GGHATCH
379049,1,2018-04-22,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C2893,5,0.722180556,-23.94,GGHATCH
379769,1,2018-04-22,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C2294,0,0.778708333,-23.68,GGHATCH
379771,1,2018-04-22,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C2295,0,0.728138889,-23.69,GGHATCH
379770,1,2018-04-22,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C2296,0,0.736541667,-23.65,GGHATCH
379240,1,2018-04-30,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3103,0,0.992138889,-22.33,GGHATCH
379241,1,2018-04-30,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3104,0,0.79475,-21.98,GGHATCH
379799,1,2018-04-30,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3105,0,0.880305556,-21.82,GGHATCH
379356,1,2018-05-01,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3109,0,0.793833333,-22.11,GGHATCH
379357,1,2018-05-01,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3110,0,0.754722222,-23.09,GGHATCH
379358,1,2018-05-01,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3111,0,0.757777778,-22.51,GGHATCH
379359,1,2018-05-02,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3106,0,1.008638889,-21.77,GGHATCH
379360,1,2018-05-02,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3107,0,0.872361111,-21.79,GGHATCH
379361,1,2018-05-02,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3108,0,0.837833333,-22.08,GGHATCH
387522,1,2018-05-15,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3115,0,1.058138889,-21.64,GGHATCH
387523,1,2018-05-15,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3116,0,1.024833333,-21.6,GGHATCH
387524,1,2018-05-15,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3117,0,1.036291667,-21.58,GGHATCH
387753,1,2018-05-16,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3121,0,1.002375,-20.97,GGHATCH
387754,1,2018-05-16,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3122,0,0.912847222,-22.02,GGHATCH
387755,1,2018-05-16,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3123,0,1.021930556,-22.4,GGHATCH
387758,1,2018-05-17,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3118,0,1.160652778,-21.63,GGHATCH
387757,1,2018-05-17,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3119,0,1.016430556,-22.4,GGHATCH
387756,1,2018-05-17,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3120,0,1.116805556,-21.86,GGHATCH
388102,1,2018-05-19,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3124,0,1.386927435,-24.32,GGHATCH
388100,1,2018-05-19,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3125,0,1.430483785,-23.61,GGHATCH
388101,1,2018-05-19,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3126,0,1.437448079,-22.94,GGHATCH
388141,1,2018-05-20,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3127,0,1.51063219,-24.73,GGHATCH
388143,1,2018-05-20,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3128,0,1.544391313,-25.2,GGHATCH
388142,1,2018-05-20,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3129,0,1.396488585,-25.06,GGHATCH
407603,1,2018-05-21,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3138,0,1.316930374,-23.48,GGHATCH
407523,1,2018-05-21,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3139,0,1.129366579,-24.06,GGHATCH
407604,1,2018-05-21,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3140,0,1.256494463,-23.23,GGHATCH
399505,1,2018-05-26,CALVERT,HAKAI,KWAK_PP,2,PRUTH,M,DO13C2915,0,1.149026667,-23.53,GGHATCH
399505,1,2018-05-26,CALVERT,HAKAI,KWAK_PP,2,PRUTH,M,DO13C2916,5,1.084265,-22.39,GGHATCH
399505,1,2018-05-26,CALVERT,HAKAI,KWAK_PP,2,PRUTH,M,DO13C2917,10,0.939575,-23.16,GGHATCH
404835,1,2018-05-29,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C2907,0,1.233505,-22.14,GGHATCH
404835,1,2018-05-29,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C2908,5,0.96733,-22.61,GGHATCH
404835,1,2018-05-29,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C2992,10,0.946703333,-22.21,GGHATCH
406193,1,2018-06-02,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3130,0,1.828156801,-23.93,GGHATCH
406192,1,2018-06-02,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3131,0,1.84102304,-24.61,GGHATCH
406191,1,2018-06-02,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3132,0,1.837717951,-24.63,GGHATCH
406200,1,2018-06-04,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3133,0,1.848341451,-24.56,GGHATCH
406201,1,2018-06-04,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3134,0,1.880684107,-24.56,GGHATCH
406202,1,2018-06-04,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3135,0,1.845862635,-24.45,GGHATCH
406197,1,2018-06-05,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3136,0,1.504730246,-22.84,GGHATCH
406199,1,2018-06-05,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3137,0,1.476046796,-23.05,GGHATCH
406198,1,2018-06-05,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3141,0,1.333691896,-23.04,GGHATCH
408431,1,2018-06-14,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3151,0,1.489031074,-23.43,GGHATCH
408430,1,2018-06-14,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3152,0,1.60411899,-23.69,GGHATCH
408432,1,2018-06-14,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3153,0,1.500126729,-23.34,GGHATCH
408507,1,2018-06-15,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3143,0,1.27903989,-23.82,GGHATCH
408508,1,2018-06-15,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3144,0,1.294502985,-23.78,GGHATCH
408509,1,2018-06-15,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3145,0,1.242801951,-23.86,GGHATCH
408541,1,2018-06-16,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3146,0,1.705514396,-21.39,GGHATCH
408542,1,2018-06-16,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3147,0,1.641537318,-21.67,GGHATCH
408540,1,2018-06-16,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3148,0,1.882572729,-21.08,GGHATCH
408966,1,2018-06-17,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2935,0,1.717046336,-24.94,GGHATCH
408966,1,2018-06-17,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2936,5,1.441235392,-24.64,GGHATCH
408966,1,2018-06-17,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2937,10,1.27609467,-24.18,GGHATCH
419450,1,2018-07-14,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C2953,0,1.187176713,-23.17,GGHATCH
419450,1,2018-07-14,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C2954,5,1.41640849,-23.51,GGHATCH
419450,1,2018-07-14,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C2965,10,1.24494657,-22.96,GGHATCH
419377,1,2018-07-20,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2969,0,1.250366343,-22.53,GGHATCH
419377,1,2018-07-20,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2970,5,1.19986391,-22.42,GGHATCH
419377,1,2018-07-20,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2971,10,1.056239917,-22.69,GGHATCH
