event_pk,rn,date,work_area,organization,survey,sampling_bout,site,source,hakai_id,line_out_depth,ppm_c_doc,delta_13cvpdb_doc,analyzing_lab
420212,1,2018-07-23,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3142,0,1.633214733,-22.03,GGHATCH
420211,1,2018-07-23,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3149,0,1.693376227,-21.98,GGHATCH
420209,1,2018-07-25,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3155,0,1.773915,-22.18,GGHATCH
420208,1,2018-07-25,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3156,0,1.95367172,-23.03,GGHATCH
420210,1,2018-07-25,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3159,0,1.644131133,-22.21,GGHATCH
420214,1,2018-07-26,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3154,0,1.746017533,-23.08,GGHATCH
420213,1,2018-07-26,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3157,0,1.875316227,-22.82,GGHATCH
420215,1,2018-07-26,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3158,0,1.62326868,-23,GGHATCH
422161,1,2018-08-11,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3160,0,1.47677919,-24.09,GGHATCH
422162,1,2018-08-11,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3161,0,1.279625737,-23.93,GGHATCH
422163,1,2018-08-11,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3162,0,1.671021094,-28.11,GGHATCH
422207,1,2018-08-12,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3166,0,2.365633472,-32.56,GGHATCH
422208,1,2018-08-12,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3167,0,2.480223718,-33.18,GGHATCH
422206,1,2018-08-12,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3168,0,2.358770536,-32.32,GGHATCH
422500,1,2018-08-13,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3163,0,2.325703659,-31.5,GGHATCH
422501,1,2018-08-13,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3164,0,2.394540993,-31.92,GGHATCH
422502,1,2018-08-13,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3165,0,2.254578679,-31.31,GGHATCH
422486,1,2018-08-14,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3169,0,1.282655156,-21.49,GGHATCH
422487,1,2018-08-14,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3170,0,1.27444433,-20.8,GGHATCH
422488,1,2018-08-14,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3171,0,1.267188251,-21.56,GGHATCH
422503,1,2018-08-15,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3172,0,1.053324873,-22.68,GGHATCH
422504,1,2018-08-15,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3173,0,1.051606328,-22.6,GGHATCH
422505,1,2018-08-15,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3174,0,1.056571013,-23.45,GGHATCH
422565,1,2018-08-16,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3175,0,1.248284256,-24.81,GGHATCH
422566,1,2018-08-16,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3176,0,1.502628916,-27.4,GGHATCH
422567,1,2018-08-16,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3177,0,1.914888766,-31.32,GGHATCH
427138,1,2018-08-24,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2995,0,,,
427138,1,2018-08-24,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2996,5,,,
427138,1,2018-08-24,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C2997,10,,,
427647,1,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3004,0,,,
427647,1,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3005,5,,,
427647,1,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3009,10,,,
429171,1,2018-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3017,0,2.388633017,-25.86,GGHATCH
429171,1,2018-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3018,5,1.6403121,-25.46,GGHATCH
429171,1,2018-09-11,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3019,10,1.333807461,-22.53,GGHATCH
434199,1,2018-09-11,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3178,0,1.933983711,-30.2,GGHATCH
434200,1,2018-09-11,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3179,0,2.394171872,-32.89,GGHATCH
434194,1,2018-09-11,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3180,0,2.018192416,-30.44,GGHATCH
434202,1,2018-09-11,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3181,0,2.335932291,-32.02,GGHATCH
434203,1,2018-09-11,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3182,0,2.316837347,-31.64,GGHATCH
434195,1,2018-09-11,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3183,0,2.339178432,-31.32,GGHATCH
434205,1,2018-09-12,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3184,0,2.431788912,-33.07,GGHATCH
434196,1,2018-09-12,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3185,0,2.663410588,-33.49,GGHATCH
434207,1,2018-09-12,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3186,0,1.423384896,-27.5,GGHATCH
430718,1,2018-09-13,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3020,0,1.198711975,-23.01,GGHATCH
430718,1,2018-09-13,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3021,5,0.956837017,-21.94,GGHATCH
430718,1,2018-09-13,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3022,10,2.377393072,-32.15,GGHATCH
455460,1,2018-09-13,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3187,0,1.255540335,-24.56,GGHATCH
455461,1,2018-09-13,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3188,0,1.179351506,-25.03,GGHATCH
455462,1,2018-09-13,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3189,0,1.044541198,-21.82,GGHATCH
434208,1,2018-09-13,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3190,0,0.963960533,-22.32,GGHATCH
434209,1,2018-09-13,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3191,0,0.992030101,-23.16,GGHATCH
434197,1,2018-09-13,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3192,0,1.013798338,-23.3,GGHATCH
434211,1,2018-09-13,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3193,0,1.215631901,-25.56,GGHATCH
434198,1,2018-09-13,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3194,0,1.84481032,-29.96,GGHATCH
434213,1,2018-09-13,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3195,0,2.091135103,-31.68,GGHATCH
435708,1,2018-10-10,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3196,0,,,GGHATCH
435709,1,2018-10-10,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3197,0,,,GGHATCH
435710,1,2018-10-10,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3198,0,2.008072095,-29.41,GGHATCH
435720,1,2018-10-11,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3199,0,2.149565633,-32.42,GGHATCH
435722,1,2018-10-11,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3298,0,2.346052612,-33.12,GGHATCH
435721,1,2018-10-11,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3299,0,1.966254167,-31.6,GGHATCH
445659,1,2018-10-12,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3200,0,,,GGHATCH
445660,1,2018-10-12,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3201,0,2.208950911,-31.74,GGHATCH
445661,1,2018-10-12,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3202,0,,,GGHATCH
439397,1,2018-10-25,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3048,0,,,
439397,1,2018-10-25,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3049,5,,,
439397,1,2018-10-25,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3050,10,,,
445930,1,2018-11-20,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3203,0,1.9,-28.1,GGHATCH
445928,1,2018-11-20,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3204,0,1.9,-28.8,GGHATCH
445929,1,2018-11-20,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3205,0,1.6,-27.2,GGHATCH
447164,1,2018-11-21,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3206,0,1.458019006,-26.41,GGHATCH
447165,1,2018-11-21,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3207,0,1.58890414,-27.99,GGHATCH
447166,1,2018-11-21,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3208,0,1.63778895,-28.18,GGHATCH
447188,1,2018-11-22,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3209,0,1.605659015,-27.7,GGHATCH
447189,1,2018-11-22,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3210,0,1.587524327,-28.55,GGHATCH
447190,1,2018-11-22,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3211,0,1.038752919,-22.66,GGHATCH
447185,1,2018-11-22,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3212,0,1.192503529,-23.26,GGHATCH
447186,1,2018-11-22,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3213,0,1.086257915,-23.64,GGHATCH
447187,1,2018-11-22,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3214,0,1.118979199,-23.9,GGHATCH
447310,1,2018-11-23,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3061,0,1.604082085,-28.65,GGHATCH
447310,1,2018-11-23,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3062,5,1.758424044,-29.69,GGHATCH
447310,1,2018-11-23,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3063,10,1.563673271,-29.84,GGHATCH
447333,1,2018-11-23,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3215,0,1.089806006,-24.26,GGHATCH
447334,1,2018-11-23,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3216,0,1.073248248,-24.41,GGHATCH
447335,1,2018-11-23,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3217,0,1.057676071,-24.75,GGHATCH
447338,1,2018-11-24,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3218,0,1.8,-25.7,GGHATCH
447339,1,2018-11-24,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3219,0,,,GGHATCH
447340,1,2018-11-24,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3220,0,3.3,-20.9,GGHATCH
458453,1,2019-01-20,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3230,0,,,
458452,1,2019-01-20,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3231,0,,,
458454,1,2019-01-20,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3232,0,,,
458649,1,2019-01-22,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3233,0,,,
458647,1,2019-01-22,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3234,0,,,
458648,1,2019-01-22,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3235,0,,,
458811,1,2019-01-23,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3073,0,,,
458811,1,2019-01-23,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3074,5,,,
458811,1,2019-01-23,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3075,10,,,
458651,1,2019-01-24,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3221,0,,,
458650,1,2019-01-24,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3222,0,,,
458652,1,2019-01-24,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3223,0,,,
470815,1,2019-02-14,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3093,0,1.405730244,-24.58,GGHATCH
470815,1,2019-02-14,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3094,5,1.247395134,-23.39,GGHATCH
470815,1,2019-02-14,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3095,10,1.543528164,-24.42,GGHATCH
470804,1,2019-02-15,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3245,0,2.170464534,-30.95,GGHATCH
470805,1,2019-02-15,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3246,0,2.442747924,-31.66,GGHATCH
470806,1,2019-02-15,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3247,0,1.140955074,-23.86,GGHATCH
471106,1,2019-02-16,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3224,0,1.548165594,-27.61,GGHATCH
471107,1,2019-02-16,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3225,0,1.248940944,-25.57,GGHATCH
471108,1,2019-02-16,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3226,0,1.324464804,-26.04,GGHATCH
472411,1,2019-02-20,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3227,0,1.449896244,-26.11,GGHATCH
472412,1,2019-02-20,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3228,0,1.483904064,-27.62,GGHATCH
472413,1,2019-02-20,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3229,0,1.584602544,-26.87,GGHATCH
472429,1,2019-02-20,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3239,0,2.025600054,-29.81,GGHATCH
472430,1,2019-02-20,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3240,0,1.957805244,-29.65,GGHATCH
472431,1,2019-02-20,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3241,0,1.761487374,-28.86,GGHATCH
472425,1,2019-02-20,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3242,0,1.548386424,-23.26,GGHATCH
472426,1,2019-02-20,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3243,0,1.934176434,-29.55,GGHATCH
472427,1,2019-02-20,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3244,0,1.948530384,-29.53,GGHATCH
472570,1,2019-02-21,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3236,0,2.138885844,-30.64,GGHATCH
472571,1,2019-02-21,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3237,0,2.223905394,-30.97,GGHATCH
472572,1,2019-02-21,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3238,0,2.089419924,-30.84,GGHATCH
504421,1,2019-03-13,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3511,0,,,
504421,1,2019-03-13,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3512,5,,,
504421,1,2019-03-13,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3513,10,,,
510723,1,2019-03-22,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3269,0,1.454382222,-26.55,GGHATCH
510724,1,2019-03-22,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3270,0,1.666275556,-26.96,GGHATCH
510725,1,2019-03-22,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3271,0,1.577084444,-23.2,GGHATCH
503479,1,2019-03-23,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3263,0,1.051733333,-24.41,GGHATCH
503478,1,2019-03-23,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3264,0,1.571542222,-24.44,GGHATCH
503477,1,2019-03-23,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3265,0,1.653386667,-24.47,GGHATCH
503481,1,2019-03-24,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3266,0,1.555431111,-25.67,GGHATCH
503482,1,2019-03-24,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3267,0,1.800964444,-26.48,GGHATCH
503480,1,2019-03-24,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3268,0,1.732395556,-26.15,GGHATCH
508092,1,2019-04-16,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3527,0,1.024941667,-22.61,GGHATCH
508092,1,2019-04-16,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3528,5,0.994175,-21.95,GGHATCH
508092,1,2019-04-16,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3529,10,1.022016667,-21.21,GGHATCH
509136,1,2019-04-24,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3253,0,1.192208333,-22.68,GGHATCH
509138,1,2019-04-24,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3256,0,1.119191667,-22.92,GGHATCH
509137,1,2019-04-24,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3257,0,1.018658333,-22.15,GGHATCH
509143,1,2019-04-25,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3252,0,1.2168,-22.25,GGHATCH
509145,1,2019-04-25,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3255,0,1.068491667,-22.81,GGHATCH
509144,1,2019-04-25,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3259,0,1.150283333,-21.86,GGHATCH
510720,1,2019-04-26,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3251,0,1.095575,-22.54,GGHATCH
510722,1,2019-04-26,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3254,0,1.095033333,-22.89,GGHATCH
510721,1,2019-04-26,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3258,0,1.029925,-23.11,GGHATCH
512537,1,2019-05-11,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3530,0,1.142907505,-19.7,GGHATCH
512539,1,2019-05-11,CALVERT,HAKAI,KWAK,2,PRUTH,M,DO13C3531,5,1.238094705,-20.83,GGHATCH
512537,1,2019-05-11,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3532,10,1.051934322,-22.11,GGHATCH
511965,1,2019-05-13,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3058,0,1.982736238,-18.54,GGHATCH
511965,1,2019-05-13,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3059,5,1.452018022,-20.61,GGHATCH
511965,1,2019-05-13,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3060,10,1.615621022,-19.59,GGHATCH
512796,1,2019-05-18,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3275,0,,,
512795,1,2019-05-18,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3276,0,,,
512794,1,2019-05-18,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3377,0,,,
512821,1,2019-05-19,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3260,0,,,
512822,1,2019-05-19,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3261,0,,,
512823,1,2019-05-19,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3262,0,,,
512826,1,2019-05-20,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3272,0,,,
512825,1,2019-05-20,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3273,0,,,
512824,1,2019-05-20,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3274,0,,,
512960,1,2019-05-20,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3284,0,,,
512959,1,2019-05-20,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3285,0,,,
512958,1,2019-05-20,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3286,0,,,
512963,1,2019-05-22,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3281,0,,,
512962,1,2019-05-22,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3282,0,,,
512961,1,2019-05-22,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3283,0,,,
513009,1,2019-05-23,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3278,0,,,
513008,1,2019-05-23,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3279,0,,,
513007,1,2019-05-23,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3280,0,,,
517520,1,2019-06-04,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3296,0,6.667058083,-15.86,GGHATCH
517521,1,2019-06-04,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3297,0,5.336647625,-15.65,GGHATCH
517522,1,2019-06-04,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3798,0,4.048624663,-16.02,GGHATCH
521262,1,2019-06-05,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3293,0,1.281680308,-21.99,GGHATCH
521264,1,2019-06-05,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3294,0,1.192264349,-21.34,GGHATCH
521263,1,2019-06-05,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3295,0,1.239292812,-20.82,GGHATCH
521265,1,2019-06-06,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3290,0,1.137500942,-21.17,GGHATCH
521267,1,2019-06-06,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3291,0,1.215159785,-21.87,GGHATCH
521266,1,2019-06-06,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3292,0,1.405130022,-22.03,GGHATCH
521308,1,2019-06-09,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3546,0,1.365527106,-21.02,GGHATCH
521308,1,2019-06-09,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3547,5,1.355316979,-19.15,GGHATCH
521308,1,2019-06-09,CALVERT,HAKAI,QCS_V1,2,QCS01,M,CM1033,10,,,
521371,1,2019-06-10,CALVERT,HAKAI,KWAK,3,PRUTH,M,DO13C3562,0,1.188860973,-22.55,GGHATCH
521371,1,2019-06-10,CALVERT,HAKAI,KWAK,3,PRUTH,M,DO13C3563,5,1.148020466,-22.17,GGHATCH
521371,1,2019-06-10,CALVERT,HAKAI,KWAK,3,PRUTH,M,DO13C3564,10,1.153280228,-22.07,GGHATCH
521470,1,2019-06-15,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3814,0,1.129245536,-22.9,GGHATCH
521471,1,2019-06-15,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3815,0,1.107247247,-22.26,GGHATCH
521472,1,2019-06-15,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3816,0,1.179782148,-21.95,GGHATCH
521473,1,2019-06-16,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3811,0,1.389657722,-22.2,GGHATCH
521474,1,2019-06-16,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3812,0,1.342688401,-21.83,GGHATCH
521475,1,2019-06-16,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3813,0,1.189294922,-21.82,GGHATCH
521870,1,2019-06-17,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3808,0,1.348039336,-19.67,GGHATCH
521871,1,2019-06-17,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3809,0,1.19702405,-22.26,GGHATCH
521872,1,2019-06-17,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3810,0,1.111409085,-22.6,GGHATCH
521993,1,2019-06-21,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3802,0,1.132812827,-21.39,GGHATCH
521991,1,2019-06-21,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3805,0,1.452679849,-22.29,GGHATCH
521992,1,2019-06-21,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3807,1,1.384306787,-21.84,GGHATCH
521996,1,2019-06-22,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3799,0,1.227940566,-22.43,GGHATCH
521995,1,2019-06-22,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3800,0,1.878376482,-26.25,GGHATCH
521997,1,2019-06-22,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3803,0,1.51451288,-24.56,GGHATCH
522008,1,2019-06-23,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3801,0,1.305231854,-24.42,GGHATCH
522009,1,2019-06-23,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3804,0,1.549591234,-22.2,GGHATCH
522010,1,2019-06-23,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3806,0,1.395008657,-18.77,GGHATCH
524343,1,2019-07-07,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3581,0,1.232696953,-22.58,GGHATCH
524343,1,2019-07-07,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3582,5,1.067412506,-21.99,GGHATCH
524343,1,2019-07-07,CALVERT,HAKAI,QCS_V1,2,QCS01,M,DO13C3548,10,1.227346017,-22.54,GGHATCH
524980,1,2019-07-16,CALVERT,HAKAI,ROCKY,1,ROCKY02,M,DO13C3823,0,1.669048532,-21.95,GGHATCH
524981,1,2019-07-16,CALVERT,HAKAI,ROCKY,2,ROCKY02,M,DO13C3824,0,3.416751279,-23.76,GGHATCH
524982,1,2019-07-16,CALVERT,HAKAI,ROCKY,3,ROCKY02,M,DO13C3825,0,4.972829277,-24.87,GGHATCH
525131,1,2019-07-17,CALVERT,HAKAI,ROCKY,3,ROCKY04,M,DO13C3820,0,1.260289557,-22.82,GGHATCH
525130,1,2019-07-17,CALVERT,HAKAI,ROCKY,2,ROCKY04,M,DO13C3821,0,1.79598854,-23.09,GGHATCH
525129,1,2019-07-17,CALVERT,HAKAI,ROCKY,1,ROCKY04,M,DO13C3822,0,1.471957466,-23.1,GGHATCH
525178,1,2019-07-18,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3817,0,1.312826929,-22.75,GGHATCH
525179,1,2019-07-18,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3818,0,1.194390079,-23.11,GGHATCH
525177,1,2019-07-18,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3819,0,1.216559028,-24.23,GGHATCH
1059113,1,2019-08-03,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3568,0,1.351375815,-23.28,GGHATCH
